Path,Size,Size human,Category,Label,Reference evidence,Reason,Recommendation,Risk
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Normal_OpenGL.png,16669029,15.9 MB,Referenced,Required/Referenced indirectly,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,16633652,15.9 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/Meshell_Sturgis/My Grandma's Garden.png,16537844,15.8 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (23).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/danthaigames/DS 80s Television/PSDs/TV_Textures.psd,16315733,15.6 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-6.exr,15709972,15.0 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/danthaigames/DS 80s Television/PSDs/TVScreen_Textures.psd,15585486,14.9 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Base_color.png,15515356,14.8 MB,Referenced,Required/Referenced indirectly,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_MaskMap.tif,15253592,14.5 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Coconut Palm Tree Pack/Textures/Coconut_Palm_Tree_diffuse.psd,15023852,14.3 MB,Referenced,Required/Referenced indirectly,Assets/Coconut Palm Tree Pack/Materials/Coconut_Palm_Tree_AFS.mat; Assets/Coconut Palm Tree Pack/Materials/bark.mat; Assets/Coconut Palm Tree Pack/Materials/leaf.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_MaskMap.tif,15006184,14.3 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-4.exr,14975272,14.3 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-1.exr,14974493,14.3 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/Ri/you don't know about style my darling_720p.mp4,14920335,14.2 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/StreamingAssets/you don't know about style my darling_720p.mp4,14920335,14.2 MB,B: indirectly included,Unknown/runtime-loaded,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity; StreamingAssets raw copy,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Heather_MaskMap.tif,14310964,13.6 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_Normal.png,14076281,13.4 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-7.exr,13830688,13.2 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_MaskMap.tif,13710252,13.1 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsNormalMap.png,13546741,12.9 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/SewingRoom/pillow__quilt.glb,13420528,12.8 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Idyllic Italian Coast Town/Materials/Terrain/Terrain Italy.asset,13370088,12.8 MB,Referenced,Required/Referenced indirectly,Assets/Idyllic Italian Coast Town/Scenes/Demo Italy.unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_MaskMap.tif,13303440,12.7 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorNormalMap.png,13245240,12.6 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryNormalMap.png,13192666,12.6 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenNormalMap.png,13090673,12.5 MB,Referenced,Required/Referenced indirectly,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_MaskMap.tif,13002296,12.4 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorNormalMap.png,12849635,12.3 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_MaskMap.tif,12823500,12.2 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Height.png,12635918,12.1 MB,Referenced,Required/Referenced indirectly,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/9night/drum.glb,12389116,11.8 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_0 _00.png,12377140,11.8 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_2 _02.png,12298145,11.7 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsNormalMap.png,12207021,11.6 MB,Referenced,Required/Referenced indirectly,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_Normal.png,12162323,11.6 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat; Assets/Furniture Mega Pack/Materials/Bed/mat_Mattress.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-0.exr,12040903,11.5 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/RealBlend/Art/Materials/Textures/MossMask.png,11628530,11.1 MB,Referenced,Required/Referenced indirectly,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_Normal.png,11151857,10.6 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_MaskMap.tif,10837300,10.3 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/Ri/glass_fish.glb,10489132,10.0 MB,Referenced,Required/Referenced indirectly,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Sand_BaseColor.tif,10380156,9.9 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_Normal.png,10336893,9.9 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa01.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/BCaT_assets/LindaLeaks/Images/LL_CoopHousing_06.png,10301780,9.8 MB,Referenced,Required/Referenced indirectly,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_PhotoAlbum.prefab,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/README.pdf,10201155,9.7 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/BCaT_assets/Ri/360_images/living_room.jpg,10180982,9.7 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Sofas/Sofa19/Sofa19_mat_Sofa19_Normal.png,10114309,9.6 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa19.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Furniture Mega Pack/Textures/Sofas/Sofa29/Sofa29_mat_Sofa29_Normal.png,9742763,9.3 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa29.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryAlbedo.png,9619380,9.2 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Furniture Mega Pack/Textures/Sofas/Sofa16/Sofa16_mat_Sofa16_Normal.png,9433516,9.0 MB,Referenced,Required/Referenced indirectly,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa16.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorAlbedo.png,9300671,8.9 MB,A: no text/GUID refs found,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenAlbedo.png,9262133,8.8 MB,Referenced,Required/Referenced indirectly,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,Large referenced/indirect asset,Do not delete until Unity dependency check confirms,High-risk deletion
Assets/TerrainSampleAssets/Textures/Terrain/Sand_MaskMap.tif,9257068,8.8 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_MaskMap.tif,9235380,8.8 MB,C: duplicate/obsolete candidate,"Likely safe, verify in Unity",,No GUID/text reference found by static scan,Do not delete until Unity dependency check confirms,Verify in Unity
