Path,Source size,Source size human,Vertex count,Triangle count,Submesh count,Material count,Blend shapes,Animation clips,Read/Write status,Mesh compression,Imported cameras,Imported lights,Referencing scenes/prefabs,Collider type,MeshCollider usage,Duplicated model hints,LOD existence,Hidden/unused geometry,Embedded oversized textures,GLB chunk details,Recommended action,Risk level
Assets/My_Custom/zedah_prevalent_52_inch_luxury_fan.glb,1522592,1.5 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Enabled,,,,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,Likely embedded buffer/textures,"JSON:12084; BIN:1510480",Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed28.fbx,1471340,1.4 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed28.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/BCaT_assets/BlackFamilyMuseumArchive/Models/chest_chair.glb,1465168,1.4 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,,,,,Assets/BCaT_assets/BlackFamilyMuseumArchive/Prefabs/BFM_Chest_OnChair.prefab; Assets/BCaT_assets/BlackFamilyMuseumArchive/Prefabs/BFM_Chest_OnChair_W_Text.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,Likely embedded buffer/textures,"JSON:1168; BIN:1463972",Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair20.fbx,1445132,1.4 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair20.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa13.fbx,1397324,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa13.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed30.fbx,1386156,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed30.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa25.fbx,1362220,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa25.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/My_Custom/dishwasher.glb,1358012,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Enabled,,,,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,Likely embedded buffer/textures,"JSON:3400; BIN:1354584",Review,High visual/physics QA
Assets/DevDen Arch Viz Scotland/Models/Dining Room/dinning_chair.fbx,1325633,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,1,0,0,0,Assets/DevDen Arch Viz Scotland/Prefabs/Dining Room/dinning_chair.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa35.fbx,1315500,1.3 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa35.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/BCaT_assets/HOMED/Models/Candle.glb,1274652,1.2 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Enabled,,,,Assets/BCaT_assets/HOMED/Prefabs/HOMED.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,Likely embedded buffer/textures,"JSON:1164; BIN:1273460",Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa01.fbx,1218700,1.2 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed27.fbx,1188268,1.1 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed27.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_apartment_03.fbx,1174240,1.1 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_building_apartment_03 (1).prefab; Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_building_apartment_03.prefab; Assets/My_Custom/Window_askew.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed29.fbx,1155948,1.1 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed29.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_church_italy.fbx,1139008,1.1 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/BH_XR_MainScene.unity; Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_church_italy (1).prefab; Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_church_italy.prefab; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/Sofa15.fbx,1120892,1.1 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa15.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_apartment_01.fbx,1094656,1.0 MB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_building_apartment_01 (1).prefab; Assets/Idyllic Italian Coast Town/Prefabs/Buildings/SM_building_apartment_01.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Sofa/SectionalSofaLeather.fbx,1031084,1006.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa45.prefab; Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa46.prefab; Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa47.prefab; Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa48.prefab; Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa49.prefab; Assets/Furniture Mega Pack/Prefabs/Sofas/Sofa50.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair49.fbx,1025948,1001.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair49.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair38.fbx,1018044,994.2 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair38.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair09.fbx,933484,911.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair09.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Animated Tropical Vegetation/Models/Large Palm Trees/large_palm_tree_1.fbx,931308,909.5 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Animated Tropical Vegetation/Models/Large Palm Trees/large_palm_tree_1.controller; Assets/Animated Tropical Vegetation/Prefabs/Animated/Large Palm Trees/Large Palm Tree 1.prefab; Assets/Animated Tropical Vegetation/Prefabs/Static/Large Palm Trees/Large Palm Tree 1.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Animated Tropical Vegetation/Models/Large Palm Trees/large_palm_tree_2.fbx,930124,908.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Animated Tropical Vegetation/Models/Large Palm Trees/large_palm_tree_2.controller; Assets/Animated Tropical Vegetation/Prefabs/Animated/Large Palm Trees/Large Palm Tree 2.prefab; Assets/Animated Tropical Vegetation/Prefabs/Static/Large Palm Trees/Large Palm Tree 2.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Animated Tropical Vegetation/Models/Big Palm Tree/big_palm_tree.fbx,929388,907.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Animated Tropical Vegetation/Models/Big Palm Tree/big_palm_tree.controller; Assets/Animated Tropical Vegetation/Prefabs/Animated/Big Palm Tree/Big Palm Tree.prefab; Assets/Animated Tropical Vegetation/Prefabs/Static/Big Palm Tree/Big Palm Tree.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair16.fbx,923532,901.9 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair16.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed45.fbx,914844,893.4 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed45.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Bed/Bed46.fbx,914732,893.3 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Beds/Bed46.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair30.fbx,898124,877.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair30.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Furniture Mega Pack/FBX/Chair/Chair33.fbx,889932,869.1 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Furniture Mega Pack/Prefabs/Chairs/Chair33.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
Assets/Animated Tropical Vegetation/Models/Palm Trees/palm_tree_2.fbx,888444,867.6 KB,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,Requires Unity import audit,0,0,1,1,Assets/Animated Tropical Vegetation/Models/Palm Trees/palm_tree_2.controller; Assets/Animated Tropical Vegetation/Prefabs/Animated/Palm Trees/Palm Tree 2.prefab; Assets/Animated Tropical Vegetation/Prefabs/Static/Palm Trees/Palm Tree 2.prefab,Search scene for MeshCollider refs,Requires Unity/scene object dependency audit,,Requires Unity audit,Requires Unity audit,,,Review,High visual/physics QA
